entry_id,Publisher Name,Keyword,Match Type,Campaign,Keyword Group,Category,Bid Strategy,Status,Search Engine Bid,Clicks,Click Charges,Avg. Cost per Click,Impressions,Engine Click Thru %,Avg. Pos.,Trans. Conv. %,Total Cost/ Trans.,Amount,Total Cost,Total Volume of Bookings
mkt_3081,Google - US,italy airports,Broad,Geo Targeted New York,New York to Italy Sale,uncategorized,Position 5-10 Bid Strategy,Unavailable,$6.25,1,$1.65,$1.65,40,2.50%,1.02,0.00%,$0.00,$0.00,$1.65,0
mkt_3082,Overture - US,discount airfare england,Advanced,Unassigned,Unassigned,discount,Position 5-10 Bid Strategy,Paused,$0.26,9,$7.36,$0.82,176,5.11%,3.20,0.00%,$0.00,$0.00,$7.36,0
mkt_3083,Google - Global,flights to france,Broad,Air France Global Campaign,France,france,Position 1- 3,Unavailable,$6.25,911,"$2,533.25",$2.78,"43,629",2.09%,1.84,0.33%,$844.42,"$8,634.30","$2,533.25",3
mkt_3084,Overture - US,international travel bargain,Standard,Unassigned,Unassigned,internationalgeneral,Position 5-10 Bid Strategy,Paused,$0.13,1,$0.31,$0.31,976,0.10%,1.89,0.00%,$0.00,$0.00,$0.31,0
mkt_3085,Google - US,germany cheap ticket,Broad,Google_Yearlong 2006,Google|Germany,uncategorized,Position 5-10 Bid Strategy,Paused,$6.25,6,$7.92,$1.32,46,13.04%,2.98,0.00%,$0.00,$0.00,$7.92,0
mkt_3086,Google - Global,travel in paris,Broad,Air France Brand & French Destinations,Paris,uncategorized,,Unavailable,$5.00,128,$429.14,$3.35,"3,870",3.31%,1.67,0.00%,$0.00,$0.00,$429.14,0
mkt_3087,Overture - Global,amsterdam ticket,Standard,Unassigned,Unassigned,ebsaleend7.28,,Paused,$8.75,7,$5.24,$0.75,174,4.02%,1.90,0.00%,$0.00,$0.00,$5.24,0
mkt_3088,Google - Global,air france,Broad,Air France Brand & French Destinations,Air France Brand,uncategorized,,Unavailable,$5.00,"3,403","$5,461.24",$1.60,"37,720",9.02%,1.66,0.73%,$218.45,"$22,057.50","$5,461.24",25
mkt_3089,Google - US,england cheap tickets,Broad,Google_Yearlong 2006,Google|England,uncategorized,Position 5-10 Bid Strategy,Paused,$11.25,1,$5.79,$5.79,8,12.50%,1.00,0.00%,$0.00,$0.00,$5.79,0
mkt_309,Overture - US,flight ticket reservation,Standard,Unassigned,Unassigned,flightgeneral,Position 5-10 Bid Strategy,Paused,$8.75,3,$0.42,$0.14,44,6.82%,1.43,0.00%,$0.00,$0.00,$0.42,0
mkt_3090,Yahoo - US,international airline ticket,Advanced,Geo Targeted Detroit,International Detroit,uncategorized,,Paused,$6.25,9,$35.26,$3.92,507,1.78%,4.19,0.00%,$0.00,$0.00,$35.26,0
mkt_3091,Google - US,italy cheap flights,Broad,Geo Targeted San Francisco,San Francisco to Italy Sale,uncategorized,Position 5-10 Bid Strategy,Unavailable,$6.25,1,$3.20,$3.20,113,0.88%,1.51,0.00%,$0.00,$0.00,$3.20,0
mkt_3092,Overture - Global,lorient flight,Standard,Unassigned,Unassigned,lorient,Position 1-2 Target,Paused,$0.54,7,$3.05,$0.44,217,3.23%,1.83,0.00%,$0.00,$0.00,$3.05,0
mkt_3093,Overture - US,flight madrid spain,Advanced,Unassigned,Unassigned,flight,Position 5-10 Bid Strategy,Paused,$0.78,33,$35.74,$1.08,"1,060",3.11%,2.45,0.00%,$0.00,$0.00,$35.74,0
mkt_3094,Google - US,cheap europe airfare,Broad,Geo Targeted DC,Cheap Europe DC,uncategorized,Position 5-10 Bid Strategy,Unavailable,$6.25,1,$2.06,$2.06,2,50.00%,1.00,0.00%,$0.00,$0.00,$2.06,0
mkt_3095,Google - US,paris flights,Broad,Paris & France Terms,Paris,uncategorized,Position 5-10 Bid Strategy,Live,$10.00,"1,246","$3,973.17",$3.19,"19,784",6.30%,1.31,0.48%,$662.20,"$4,847.55","$3,973.17",6
mkt_3097,MSN - US,nice airfare,Broad,Air France Brand & French Destinations,Nice,uncategorized,,Live,$0.00,1,$3.64,$3.64,10,10.00%,1.90,0.00%,$0.00,$0.00,$3.64,0
mkt_3098,Google - US,rome fares,Broad,Western Europe Destinations,Rome,uncategorized,Position 5-10 Bid Strategy,Unavailable,$0.00,26,$31.24,$1.20,494,5.26%,5.28,0.00%,$0.00,$0.00,$31.24,0
mkt_3099,MSN - Global,paris flights,Broad,Air France Brand & French Destinations,Paris,uncategorized,Position 1-4 Bid Strategy,Deactivated,$0.00,93,$392.99,$4.23,"7,349",1.27%,1.66,2.15%,$196.49,"$1,372.75",$392.99,2
mkt_310,Yahoo - US,barcelona airport,Advanced,Geo Targeted Los Angeles,Los Angeles to Barcelona Sale,uncategorized,,Live,$6.25,2,$3.16,$1.58,24,8.33%,1.04,0.00%,$0.00,$0.00,$3.16,0
mkt_3100,Google - US,spain ticket,Broad,Western Europe Destinations,Spain,uncategorized,Position 5-10 Bid Strategy,Paused,$6.25,7,$12.79,$1.83,84,8.33%,1.38,0.00%,$0.00,$0.00,$12.79,0
mkt_3101,MSN - Global,europe france travel,Broad,Air France Brand & French Destinations,France,uncategorized,Position 2-5 Bid Strategy,Deactivated,$0.00,1,$1.53,$1.53,188,0.53%,1.33,0.00%,$0.00,$0.00,$1.53,0
mkt_3102,Overture - Global,flight france marseille,Advanced,Unassigned,Unassigned,marseille,Position 1-2 Target,Paused,$0.29,6,$2.67,$0.45,119,5.04%,1.81,0.00%,$0.00,$0.00,$2.67,0
mkt_3103,Google - US,barcelona fares,Broad,Google_Yearlong 2006,Google|Barcelona,uncategorized,Position 5-10 Bid Strategy,Paused,$6.25,6,$12.01,$2.00,86,6.98%,1.40,0.00%,$0.00,$0.00,$12.01,0
mkt_3104,Google - US,paris airplane tickets,Broad,Geo Targeted Houston,Houston to Paris Sale,uncategorized,Position 5-10 Bid Strategy,Paused,$6.25,1,$4.71,$4.71,3,33.33%,1.00,0.00%,$0.00,$0.00,$4.71,0
mkt_3105,Google - Global,paris airline,Broad,Air France Brand & French Destinations,Paris,uncategorized,,Unavailable,$5.00,189,$447.02,$2.37,"2,242",8.43%,1.49,2.12%,$111.76,"$2,392.75",$447.02,4
mkt_3106,Overture - Global,nyc ticket,Standard,Unassigned,Unassigned,ebsaleend7.28,,Paused,$8.75,2,$3.14,$1.57,227,0.88%,1.06,0.00%,$0.00,$0.00,$3.14,0
mkt_3107,Google - US,barcelona cheap flights,Broad,Geo Targeted Detroit,Detroit to Barcelona Sale,uncategorized,Position 5-10 Bid Strategy,Paused,$6.25,1,$2.55,$2.55,2,50.00%,1.00,0.00%,$0.00,$0.00,$2.55,0
mkt_3108,Overture - US,international air line ticket,Standard,Unassigned,Unassigned,internationalgeneral,Position 5-10 Bid Strategy,Paused,$0.14,2,$1.45,$0.73,73,2.74%,3.13,0.00%,$0.00,$0.00,$1.45,0
mkt_3109,Google - US,greece flights,Broad,Western Europe Destinations,Greece,uncategorized,Position 5-10 Bid Strategy,Unavailable,$6.25,198,$601.85,$3.04,"6,220",3.18%,3.41,0.00%,$0.00,$0.00,$601.85,0
mkt_311,Google - Global,bordeaux airlines,Broad,Air France Brand & French Destinations,Bordeaux,uncategorized,,Paused,$5.00,1,$4.54,$4.54,12,8.33%,1.00,0.00%,$0.00,$0.00,$4.54,0
mkt_3110,Google - US,athens ticket,Broad,Geo Targeted New York,New York to Athens Sale,uncategorized,Position 5-10 Bid Strategy,Unavailable,$6.25,1,$2.96,$2.96,1,100.00%,1.00,0.00%,$0.00,$0.00,$2.96,0
mkt_3111,Google - US,rome fares,Broad,Geo Targeted New York,New York to Rome Sale,uncategorized,Position 5-10 Bid Strategy,Unavailable,$6.25,1,$5.00,$5.00,5,20.00%,1.00,0.00%,$0.00,$0.00,$5.00,0
mkt_3112,Overture - Global,barcelona fare,Standard,Unassigned,Unassigned,ebsaleend7.28,,Paused,$8.75,1,$0.84,$0.84,11,9.09%,1.09,0.00%,$0.00,$0.00,$0.84,0
mkt_3113,MSN - Global,nice fare,Broad,Air France Brand & French Destinations,Nice,uncategorized,Position 2-5 Bid Strategy,Deactivated,$0.00,1,$0.15,$0.15,25,4.00%,1.08,0.00%,$0.00,$0.00,$0.15,0
mkt_3114,Google - US,fly to milan,Broad,Western Europe Destinations,Milan,uncategorized,Position 5-10 Bid Strategy,Unavailable,$6.25,11,$6.47,$0.59,295,3.73%,5.79,0.00%,$0.00,$0.00,$6.47,0
mkt_3115,Overture - US,nice airline ticket,Standard,Unassigned,Unassigned,nice,Position 2-5 Bid Strategy,Paused,$0.63,1,$1.26,$1.26,11,9.09%,2.91,0.00%,$0.00,$0.00,$1.26,0
mkt_3116,Google - US,nice travel,Broad,French Destinations,Nice,uncategorized,Postiion 1-4 Bid Strategy,Live,$10.00,69,$316.62,$4.59,"2,788",2.47%,1.41,0.00%,$0.00,$0.00,$316.62,0
mkt_3117,Google - US,rome airlines,Broad,Geo Targeted Los Angeles,Los Angeles to Rome Sale,uncategorized,Position 5-10 Bid Strategy,Unavailable,$6.25,2,$6.43,$3.21,27,7.41%,5.42,0.00%,$0.00,$0.00,$6.43,0
mkt_3118,Google - US,rome airline,Broad,Google_Yearlong 2006,Google|Rome,uncategorized,Position 5-10 Bid Strategy,Paused,$6.25,16,$22.83,$1.43,492,3.25%,1.81,0.00%,$0.00,$0.00,$22.83,0
mkt_3119,Overture - US,boston to london,Advanced,Unassigned,Unassigned,boston,Position 5-10 Bid Strategy,Paused,$0.45,2,$1.03,$0.51,70,2.86%,2.05,0.00%,$0.00,$0.00,$1.03,0
mkt_312,Google - US,paris airfares,Broad,Geo Targeted Boston,Boston to Paris Sale,uncategorized,Position 5-10 Bid Strategy,Paused,$6.25,3,$7.22,$2.41,25,12.00%,2.77,0.00%,$0.00,$0.00,$7.22,0
mkt_3121,Overture - US,houston to madrid,Advanced,Unassigned,Unassigned,houston,Position 5-10 Bid Strategy,Paused,$0.14,1,$0.14,$0.14,31,3.23%,3.38,0.00%,$0.00,$0.00,$0.14,0
mkt_3122,Yahoo - US,international flight,Advanced,Geo Targeted Cincinnati,International Cincinnati,uncategorized,,Paused,$6.25,5,$5.51,$1.10,80,6.25%,1.12,0.00%,$0.00,$0.00,$5.51,0
mkt_3123,Google - Global,budget travel france,Broad,Air France Brand & French Destinations,France,uncategorized,,Paused,$5.00,4,$9.26,$2.32,101,3.96%,1.32,0.00%,$0.00,$0.00,$9.26,0
mkt_3124,Yahoo - US,europe air ticket,Advanced,Geo Targeted New York,Europe New York,uncategorized,,Paused,$6.25,1,$3.71,$3.71,7,14.29%,1.00,0.00%,$0.00,$0.00,$3.71,0
mkt_3125,Yahoo - US,international airline ticket,Advanced,Geo Targeted San Francisco,International San Francisco,uncategorized,,Paused,$6.25,36,$83.52,$2.32,"2,770",1.30%,3.10,0.00%,$0.00,$0.00,$83.52,0
mkt_3126,Overture - Global,paris travel deal,Advanced,Unassigned,Unassigned,paris,Position 1-2 Target,Sent,$0.86,62,$60.04,$0.97,"1,430",4.34%,1.88,0.00%,$0.00,$0.00,$60.04,0
mkt_3127,Google - Global,nice cheap flight,Broad,Air France Global Campaign,Nice,nice,Position 1- 3,Unavailable,$3.75,6,$13.28,$2.21,216,2.78%,1.49,0.00%,$0.00,$0.00,$13.28,0
mkt_3128,Google - US,airfrance.com/us,Broad,Air France Branded,Air France Website,uncategorized,,Live,$10.00,141,$104.96,$0.74,296,47.64%,1.01,0.71%,$104.96,$249.05,$104.96,1
mkt_3129,Overture - Global,lourdes flight,Standard,Unassigned,Unassigned,lourdes,Position 1-2 Target,Paused,$0.36,54,$20.81,$0.39,993,5.44%,1.80,0.00%,$0.00,$0.00,$20.81,0
mkt_313,Google - US,istanbul ticket,Broad,Google_Yearlong 2006,Google|Istanbul,uncategorized,Position 5-10 Bid Strategy,Paused,$6.25,2,$2.25,$1.13,32,6.25%,1.82,0.00%,$0.00,$0.00,$2.25,0
mkt_3130,Google - US,rome air ticket,Broad,Geo Targeted New York,New York to Rome Sale,uncategorized,Position 5-10 Bid Strategy,Unavailable,$6.25,2,$9.65,$4.83,5,40.00%,1.00,0.00%,$0.00,$0.00,$9.65,0
mkt_3131,Google - US,india cheap airfare,Broad,Outside Western Europe,India,uncategorized,Position 5-10 Bid Strategy,Paused,$6.25,3,$6.36,$2.12,32,9.38%,1.06,0.00%,$0.00,$0.00,$6.36,0
mkt_3132,Google - Global,nice flights,Broad,Air France Global Campaign,Nice,nice,Position 1- 3,Unavailable,$2.50,65,$87.43,$1.35,"4,480",1.45%,1.48,1.54%,$87.43,$742.05,$87.43,1
mkt_3133,Overture - Global,chicago airline,Standard,Unassigned,Unassigned,ebsaleend7.28,,Paused,$8.75,5,$9.99,$2.00,237,2.11%,1.49,0.00%,$0.00,$0.00,$9.99,0
mkt_3134,Google - US,rome tickets,Broad,Geo Targeted Houston,Houston to Rome Sale,uncategorized,Position 5-10 Bid Strategy,Paused,$6.25,12,$47.45,$3.95,583,2.06%,2.18,0.00%,$0.00,$0.00,$47.45,0
mkt_3135,Overture - Global,air france lax,Standard,Unassigned,Unassigned,airfrance,Position 1-2 Target,Paused,$0.13,11,$1.69,$0.15,329,3.34%,2.45,0.00%,$0.00,$0.00,$1.69,0
mkt_3136,MSN - Global,paris airports,Broad,Air France Brand & French Destinations,Paris,uncategorized,Position 2-5 Bid Strategy,Deactivated,$0.00,7,$10.34,$1.48,313,2.24%,2.16,0.00%,$0.00,$0.00,$10.34,0
mkt_3138,Overture - Global,philadelphia vacation,Standard,Unassigned,Unassigned,ebsaleend7.28,,Paused,$8.75,3,$7.02,$2.34,416,0.72%,1.00,0.00%,$0.00,$0.00,$7.02,0
mkt_3139,Google - US,cheap europe tickets,Broad,Geo Targeted Boston,Cheap Europe Boston,uncategorized,Position 5-10 Bid Strategy,Unavailable,$6.25,3,$7.76,$2.59,13,23.08%,1.23,0.00%,$0.00,$0.00,$7.76,0
mkt_314,Overture - Global,charles de gaulle france,Standard,Unassigned,Unassigned,franceairports,Position 1-2 Target,Paused,$0.14,2,$0.28,$0.14,230,0.87%,2.91,0.00%,$0.00,$0.00,$0.28,0
mkt_3140,Google - US,paris flight deals,Broad,Geo Targeted Miami,Miami to Paris Sale,uncategorized,Position 5-10 Bid Strategy,Paused,$6.25,1,$2.15,$2.15,1,100.00%,1.00,0.00%,$0.00,$0.00,$2.15,0
mkt_3141,MSN - Global,air france airlines,Broad,Air France Brand & French Destinations,Air France Brand,uncategorized,Position 1-4 Bid Strategy,Deactivated,$0.00,465,$292.69,$0.63,"2,153",21.60%,1.06,0.43%,$146.34,"$7,043.95",$292.69,2
mkt_3142,Google - US,lyon plane ticket,Broad,French Destinations,Lyon,uncategorized,Position 2-5 Bid Strategy,Paused,$10.00,1,$0.61,$0.61,3,33.33%,1.00,0.00%,$0.00,$0.00,$0.61,0
mkt_3143,Google - US,venice airlines,Broad,Geo Targeted New York,New York to Venice Sale,uncategorized,Position 5-10 Bid Strategy,Unavailable,$6.25,1,$5.28,$5.28,36,2.78%,4.04,0.00%,$0.00,$0.00,$5.28,0
mkt_3144,Google - US,paris cheap airline,Broad,Geo Targeted San Francisco,San Francisco to Paris Sale,uncategorized,Position 5-10 Bid Strategy,Paused,$6.25,3,$5.21,$1.74,13,23.08%,1.00,33.33%,$5.21,"$1,685.55",$5.21,1
mkt_3145,Google - US,athens cheap tickets,Broad,Geo Targeted DC,DC to Athens Sale,uncategorized,Position 5-10 Bid Strategy,Paused,$6.25,2,$6.44,$3.22,3,66.67%,1.00,0.00%,$0.00,$0.00,$6.44,0
mkt_3146,Google - US,greece airline,Broad,Western Europe Destinations,Greece,uncategorized,Position 5-10 Bid Strategy,Unavailable,$6.25,22,$52.79,$2.40,840,2.62%,2.74,0.00%,$0.00,$0.00,$52.79,0
mkt_3147,Google - US,luxury air travel,Broad,Business Class,Luxury Flight,uncategorized,Position 2-5 Bid Strategy,Live,$13.75,1,$7.06,$7.06,19,5.26%,1.00,0.00%,$0.00,$0.00,$7.06,0
mkt_3148,Overture - Global,south france travel,Advanced,Unassigned,Unassigned,france,Position 1-2 Target,Sent,$0.36,19,$12.61,$0.66,837,2.27%,1.50,0.00%,$0.00,$0.00,$12.61,0
mkt_3149,Google - US,barcelona airport,Broad,Western Europe Destinations,Barcelona,uncategorized,Position 5-10 Bid Strategy,Paused,$6.25,3,$3.47,$1.16,"2,878",0.10%,3.99,0.00%,$0.00,$0.00,$3.47,0
mkt_315,Overture - Global,travel to nice,Advanced,Unassigned,Unassigned,nice,Position 1-2 Target,Paused,$1.08,15,$8.80,$0.59,"8,622",0.17%,2.10,0.00%,$0.00,$0.00,$8.80,0
mkt_3150,Yahoo - US,europe airline ticket,Advanced,Geo Targeted Miami,Europe Miami,uncategorized,,Paused,$6.25,1,$1.56,$1.56,2,50.00%,5.50,0.00%,$0.00,$0.00,$1.56,0
mkt_3151,Google - US,india cheap flights,Broad,Outside Western Europe,India,uncategorized,Position 5-10 Bid Strategy,Paused,$6.25,25,$61.78,$2.47,531,4.71%,1.31,0.00%,$0.00,$0.00,$61.78,0
mkt_3152,Overture - Global,france airline,Advanced,Unassigned,Unassigned,france,Position 1-2 Target,Sent,$0.54,213,$126.55,$0.59,"5,228",4.07%,2.35,0.00%,$0.00,$0.00,$126.55,0
mkt_3153,Yahoo - US,germany travel,Standard,Western Europe Destinations,Germany,uncategorized,,Paused,$6.25,1,$4.75,$4.75,13,7.69%,1.00,0.00%,$0.00,$0.00,$4.75,0
mkt_3154,Overture - Global,paris air,Standard,Unassigned,Unassigned,paris,Position 1-2 Target,Sent,$0.41,40,$17.08,$0.43,"4,182",0.96%,4.22,0.00%,$0.00,$0.00,$17.08,0
mkt_3155,Google - US,france plane tickets,Broad,Geo Targeted New York,New York to France Sale,uncategorized,Position 5-10 Bid Strategy,Live,$6.25,12,$29.36,$2.45,88,13.64%,1.52,0.00%,$0.00,$0.00,$29.36,0
mkt_3156,Overture - Global,venice vacation,Standard,Unassigned,Unassigned,ebsaleend7.28,,Paused,$8.75,10,$19.00,$1.90,380,2.63%,1.05,0.00%,$0.00,$0.00,$19.00,0
mkt_3157,Google - US,paris cheap tickets,Broad,Geo Targeted New York,New York to Paris Sale,uncategorized,Position 5-10 Bid Strategy,Live,$6.25,116,$310.02,$2.67,842,13.78%,2.29,0.86%,$310.02,$417.35,$310.02,1
mkt_3158,Google - US,paris ticket,Broad,Geo Targeted Houston,Houston to Paris Sale,uncategorized,Position 5-10 Bid Strategy,Paused,$6.25,7,$23.50,$3.36,141,4.96%,1.45,0.00%,$0.00,$0.00,$23.50,0
mkt_3159,MSN - US,french airline,Broad,Air France Brand & French Destinations,Air France Brand,uncategorized,,Live,$0.00,9,$13.02,$1.45,254,3.54%,1.19,0.00%,$0.00,$0.00,$13.02,0
mkt_316,Yahoo - US,paris plane tickets,Standard,Paris & France Terms,Paris,uncategorized,,Live,$6.25,28,$39.32,$1.40,297,9.43%,1.06,0.00%,$0.00,$0.00,$39.32,0
mkt_3160,Google - US,venice airfare,Broad,Geo Targeted New York,New York to Venice Sale,uncategorized,Position 5-10 Bid Strategy,Unavailable,$6.25,1,$1.70,$1.70,7,14.29%,1.00,0.00%,$0.00,$0.00,$1.70,0
mkt_3161,Yahoo - US,flight to paris,Advanced,Air France Branded,Air France Website,uncategorized,,Live,$7.50,"1,348","$1,542.90",$1.14,"117,521",1.15%,1.34,0.59%,$192.86,"$18,467.10","$1,542.90",8
mkt_3162,Google - Global,bordeaux travel,Broad,Air France Global Campaign,Bordeaux,bordeaux,Position 1- 3,Unavailable,$5.00,29,$91.85,$3.17,"7,494",0.39%,1.56,0.00%,$0.00,$0.00,$91.85,0
mkt_3163,Google - US,madrid travel,Broad,Western Europe Destinations,Madrid,uncategorized,Position 5-10 Bid Strategy,Unavailable,$6.25,2,$5.14,$2.57,570,0.35%,3.40,0.00%,$0.00,$0.00,$5.14,0
mkt_3164,Overture - US,air france airfare,Standard,Unassigned,Unassigned,airfrance,Position 2-5 Bid Strategy,Paused,$0.16,1,$0.16,$0.16,31,3.23%,3.58,0.00%,$0.00,$0.00,$0.16,0
mkt_3165,Google - US,business flights,Broad,Business Class,Business Class - Generic,uncategorized,Position 2-5 Bid Strategy,Live,$13.75,1,$2.30,$2.30,19,5.26%,1.05,0.00%,$0.00,$0.00,$2.30,0
mkt_3166,Google - US,paris flight,Broad,Geo Targeted Boston,Boston to Paris Sale,uncategorized,Position 5-10 Bid Strategy,Paused,$6.25,41,$97.00,$2.37,693,5.92%,2.33,0.00%,$0.00,$0.00,$97.00,0
mkt_3167,MSN - Global,fly to nice,Broad,Air France Brand & French Destinations,Nice,uncategorized,Position 2-5 Bid Strategy,Deactivated,$0.00,3,$5.91,$1.97,38,7.89%,1.08,0.00%,$0.00,$0.00,$5.91,0
mkt_3168,Google - US,turkey airfares,Broad,Google_Yearlong 2006,Google|Turkey,uncategorized,Position 5-10 Bid Strategy,Paused,$6.25,7,$13.02,$1.86,78,8.97%,2.32,0.00%,$0.00,$0.00,$13.02,0
mkt_3169,Google - US,greece flights,Broad,Geo Targeted Philadelphia,Philadelphia to Greece Sale,uncategorized,Position 5-10 Bid Strategy,Unavailable,$6.25,1,$1.26,$1.26,12,8.33%,1.67,0.00%,$0.00,$0.00,$1.26,0
mkt_317,Google - US,[london flights],Exact,Western Europe Destinations,London,uncategorized,Position 5-10 Bid Strategy,Unavailable,$6.25,2,$5.26,$2.63,9,22.22%,2.78,0.00%,$0.00,$0.00,$5.26,0
mkt_3170,Google - US,florence cheap flight,Broad,Western Europe Destinations,Florence,uncategorized,Position 5-10 Bid Strategy,Paused,$6.25,6,$6.66,$1.11,118,5.08%,4.96,0.00%,$0.00,$0.00,$6.66,0
mkt_3171,Google - US,discount international airfares,Broad,Geo Targeted Detroit,Discount International Detroit,uncategorized,Position 5-10 Bid Strategy,Unavailable,$6.25,1,$3.94,$3.94,16,6.25%,2.23,0.00%,$0.00,$0.00,$3.94,0
mkt_3172,Google - US,florence cheap tickets,Broad,Geo Targeted San Francisco,San Francisco to Florence Sale,uncategorized,Position 5-10 Bid Strategy,Paused,$6.25,1,$1.68,$1.68,3,33.33%,1.67,0.00%,$0.00,$0.00,$1.68,0
mkt_3173,Google - US,flight to turkey,Broad,Google_Yearlong 2006,Google|Turkey,uncategorized,Position 5-10 Bid Strategy,Paused,$6.25,140,$291.76,$2.08,"1,201",11.66%,2.08,0.00%,$0.00,$0.00,$291.76,0
mkt_3174,Google - Global,copenhagen airfare,Broad,Air France Global Campaign,Copenhagen,copenhagen,Position 1- 3,Unavailable,$11.25,1,$1.81,$1.81,37,2.70%,1.00,0.00%,$0.00,$0.00,$1.81,0
mkt_3175,Google - US,france cheap airline,Broad,Geo Targeted New York,New York to France Sale,uncategorized,Position 5-10 Bid Strategy,Live,$6.25,5,$15.60,$3.12,84,5.95%,1.12,0.00%,$0.00,$0.00,$15.60,0
mkt_3176,Yahoo - US,paris cheap flight,Advanced,Geo Targeted San Francisco,San Francisco to Paris Sale,uncategorized,,Live,$6.25,1,$3.78,$3.78,9,11.11%,1.22,0.00%,$0.00,$0.00,$3.78,0
mkt_3177,Overture - Global,nice vacation,Standard,Unassigned,Unassigned,nice,,Paused,$8.75,11,$17.94,$1.63,"4,840",0.23%,1.64,0.00%,$0.00,$0.00,$17.94,0
mkt_3178,Overture - Global,copenhagen flight,Standard,Unassigned,Unassigned,ebsaleend7.28,,Paused,$8.75,35,$31.47,$0.90,"1,562",2.24%,0.95,0.00%,$0.00,$0.00,$31.47,0
mkt_3179,Overture - Global,strasbourg flight,Standard,Unassigned,Unassigned,strasbourg,Position 1-2 Target,Paused,$0.76,18,$11.87,$0.66,764,2.36%,1.48,0.00%,$0.00,$0.00,$11.87,0
mkt_318,Google - US,cheap europe airline,Broad,Geo Targeted New York,Cheap Europe New York,uncategorized,Position 5-10 Bid Strategy,Unavailable,$6.25,1,$1.30,$1.30,6,16.67%,1.20,0.00%,$0.00,$0.00,$1.30,0
mkt_3180,Google - US,india vacation,Broad,Outside Western Europe,India,uncategorized,Position 5-10 Bid Strategy,Paused,$6.25,7,$25.40,$3.63,750,0.93%,1.33,0.00%,$0.00,$0.00,$25.40,0
mkt_3181,Yahoo - US,travel in paris,Standard,Paris & France Terms,Paris,uncategorized,,Live,$6.25,5,$12.24,$2.45,399,1.25%,1.70,0.00%,$0.00,$0.00,$12.24,0
mkt_3182,Google - US,flight to milan,Broad,Google_Yearlong 2006,Google|Milan,uncategorized,Position 5-10 Bid Strategy,Paused,$6.25,25,$45.55,$1.82,349,7.16%,3.02,0.00%,$0.00,$0.00,$45.55,0
mkt_3184,MSN - US,air france com,Broad,Air France Brand & French Destinations,Air France Website,uncategorized,,Live,$0.00,390,$342.80,$0.88,"1,337",29.17%,1.40,1.28%,$68.56,"$4,459.10",$342.80,5
mkt_3185,Yahoo - US,airfrance.com,Advanced,Air France Branded,Air France Website,uncategorized,,Live,$7.50,"4,023","$3,491.79",$0.87,"24,934",16.13%,1.27,2.11%,$41.08,"$121,372.35","$3,491.79",85
mkt_3186,Google - US,turkey airports,Broad,Google_Yearlong 2006,Google|Turkey,uncategorized,Position 5-10 Bid Strategy,Paused,$6.25,6,$27.62,$4.60,363,1.65%,1.97,0.00%,$0.00,$0.00,$27.62,0
mkt_3187,Google - Global,trips to nice,Broad,Air France Global Campaign,Nice,nice,Position 1- 3,Unavailable,$8.75,3,$14.89,$4.96,74,4.05%,1.60,0.00%,$0.00,$0.00,$14.89,0
mkt_3188,MSN - Global,fly to paris,Broad,Air France Brand & French Destinations,Paris,uncategorized,Position 2-5 Bid Strategy,Deactivated,$0.00,17,$12.97,$0.76,174,9.77%,1.43,0.00%,$0.00,$0.00,$12.97,0
mkt_3189,MSN - Global,new york to paris flight,Broad,Air France Brand & French Destinations,Paris,uncategorized,Position 2-5 Bid Strategy,Deactivated,$0.00,2,$0.93,$0.46,29,6.90%,1.03,0.00%,$0.00,$0.00,$0.93,0
mkt_319,Overture - US,atlanta to london,Advanced,Unassigned,Unassigned,london,Position 5-10 Bid Strategy,Paused,$0.58,2,$1.56,$0.78,37,5.41%,2.37,0.00%,$0.00,$0.00,$1.56,0
mkt_3190,Google - US,international flight,Broad,Geo Targeted Los Angeles,International Los Angeles,uncategorized,Position 5-10 Bid Strategy,Unavailable,$6.25,1,$3.43,$3.43,91,1.10%,2.11,0.00%,$0.00,$0.00,$3.43,0
mkt_3191,Google - US,airfrance.ca,Broad,Air France Branded,Air France Website,uncategorized,,Live,$10.00,5,$2.09,$0.42,20,25.00%,1.00,0.00%,$0.00,$0.00,$2.09,0
mkt_3192,Yahoo - US,france airfare,Advanced,Geo Targeted Los Angeles,Los Angeles to France Sale,uncategorized,,Live,$6.25,1,$4.55,$4.55,1,100.00%,2.00,0.00%,$0.00,$0.00,$4.55,0
mkt_3193,Google - US,italy cheap tickets,Broad,Geo Targeted Philadelphia,Philadelphia to Italy Sale,uncategorized,Position 5-10 Bid Strategy,Paused,$6.25,1,$3.93,$3.93,2,50.00%,1.00,0.00%,$0.00,$0.00,$3.93,0
mkt_3194,Google - Global,flights to pisa,Broad,Air France Global Campaign,Pisa,pisa,Position 1- 3,Unavailable,$11.25,4,$11.79,$2.95,43,9.30%,1.02,0.00%,$0.00,$0.00,$11.79,0
mkt_3195,Google - Global,flight to france,Broad,Air France Global Campaign,France,france,Position 1- 3,Unavailable,$5.00,262,$648.70,$2.48,"14,447",1.81%,2.31,0.38%,$648.70,$865.30,$648.70,1
mkt_3196,Yahoo - US,flight to turkey,Advanced,Western Europe Destinations,Turkey,uncategorized,,Live,$6.25,13,$27.19,$2.09,779,1.67%,1.11,0.00%,$0.00,$0.00,$27.19,0
